classe,imagem,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25
cotton,4,0.037871766806950494,0.14072435387111992,0.07445739261151267,0.035469780899589715,0.031183879933605375,0.022553227377495707,0.01873488766945041,0.011073416848701997,0.015734432619742486,0.012825265546064283,0.010737458561282963,0.007171898502599159,0.007257857485104304,0.007398033184337764,0.006433717051759819,0.005186732567008618,0.005259253218017003,0.006582928870447997,0.004001610746216647,0.00470967179887359,0.0026494365631976927,0.0064953480203484145,0.002681642219715793,0.0028973506097758764,0.0023412817202547167
cotton,5,0.04895872912780841,0.09629952599447612,0.061598464324305165,0.039379094798632136,0.03151052892290878,0.019965143986080673,0.02475527023095303,0.01724647380606407,0.018350714634827826,0.013329190283834606,0.010069423552906714,0.009077894001122579,0.005304641891340559,0.009382441107842645,0.008301896434202576,0.004335984280588852,0.006023356578918087,0.004627756068894408,0.004106646709696137,0.005440637216398234,0.006597833800525354,0.0023753850110073793,0.005379027213076651,0.004628992390031296,0.0018635480603357683
cotton,6,0.007549294616671949,0.031953650205017864,0.027812725711666743,0.02049511516230686,0.010166513232315474,0.008126251048888764,0.008376686200247875,0.006694497602565725,0.005674005913082235,0.005098311573060894,0.005927145547717362,0.005391297261295996,0.00317884964262958,0.003775098055548644,0.0029920599976993863,0.002702860586050708,0.0018358032477598764,0.002780208807744775,0.0024262820963567725,0.002865850778151958,0.00263849388408152,0.0012925627070507321,0.0011816788927340631,0.0013104122966724398,0.0013901044038723874
cotton,7,0.007923496521558302,0.031521731921018245,0.025173883069268804,0.013716737681681326,0.009389315091688766,0.009565860980159364,0.010487606088472705,0.006244067180294904,0.005824648771221109,0.006860904859128086,0.004633695567781331,0.0053303202835034355,0.0037043424046057215,0.0038498708386378385,0.002853800886670025,0.0020358374498112225,0.0021745381423002776,0.002557671982030945,0.002590054984778038,0.0034846842052489338,0.002891841160981369,0.0044565644443213285,0.0021115278417743076,0.001483765776472227,0.002366300140495413
cotton,8,0.011421509011638874,0.035938571914169624,0.03697469531564838,0.03301123887504663,0.02082586080976507,0.01458357160578768,0.018808304396328877,0.013514115010695564,0.013384774235477256,0.011555839785901098,0.011961426908190605,0.008996169876333851,0.007237095413372519,0.006384404376748121,0.007960046474855095,0.007389589784154597,0.006027519645127236,0.005517541742839002,0.003879225256740441,0.004714950296615523,0.0041203420105424705,0.004250081985684291,0.00546883935217038,0.007096577040295839,0.004214752792453365
cotton,9,0.02791975994546167,0.07809860200796961,0.06355540525307181,0.03522839714926289,0.01774195568581771,0.018371615733807144,0.01679254499680607,0.012878954610439223,0.007551626219194701,0.009805805612366316,0.00957784684534769,0.00910546761070941,0.0066399700826484725,0.006276739080256158,0.005750680387136255,0.004454858259389879,0.007413312147840386,0.005811159243692216,0.0024576245408169657,0.0059875857305684834,0.006733909134991313,0.0030531086669064347,0.0026109688605461348,0.004068366158322195,0.004157295127873417
cotton,10,0.0450114876638226,0.15491351108684492,0.08103335697084162,0.03951008820493843,0.022676726856270597,0.021828626275300016,0.022468160606750196,0.013426503938185093,0.01227897656334859,0.01330384220331864,0.012532560082567454,0.010928251971157559,0.00877052054418858,0.009603753036084439,0.008472126256508403,0.006497767928127658,0.010321138333939758,0.0042510344679474975,0.0037779401336393405,0.006931007523666074,0.004642560813581834,0.004455264191487771,0.007032193129869041,0.006542991699063269,0.0048662016534141055
cotton,11,0.060209642641823706,0.11542180786294658,0.09520555393372543,0.06286961157932687,0.036771799579991014,0.031456007894344544,0.033186476562628096,0.02434736623686388,0.017462053415357524,0.016755316592654047,0.014264022176836108,0.014735180058638424,0.011319096952418896,0.009820814888287524,0.012140607835129418,0.005750764642126377,0.007545687708640489,0.004688963239696672,0.004539888885894419,0.00816384684956513,0.0068643934115543365,0.002734223419675214,0.0029392713298355827,0.005553443721227566,0.002259673201123919
cotton,12,0.04558813952293994,0.11879996731425735,0.06511822373108458,0.030984919200738287,0.023815234485788143,0.015259229530686036,0.015635150868881283,0.009510633367448637,0.00996826906225628,0.00804771694852825,0.006848651421909225,0.007573667786841659,0.006569798973858289,0.009274138253278854,0.00664992493045014,0.007024081379733675,0.004314976900251479,0.004986340642267784,0.005615347050402933,0.004224791076862853,0.0018515449572799815,0.0027302831464227732,0.002030151715145518,0.002489728787756048,0.0012680726830670735
cotton,13,0.07680546555811053,0.22384674247478,0.08201055672684973,0.03646409755022176,0.03910317307098043,0.027107761400897573,0.024524330318126897,0.017566226969414886,0.017008933056130583,0.015784330653692592,0.014383662453193365,0.011092145277857953,0.010255992024580399,0.007670012341596533,0.005105270993722585,0.006815594120124448,0.007430868688258832,0.006505089660817417,0.006945572730997159,0.006392101718032642,0.002934288378786556,0.008087133243155362,0.005083183125208268,0.00511461586117095,0.002929615945062374
cotton,14,0.06851502207144666,0.12356802561909526,0.08756557830537272,0.051947042872417935,0.03955268587899584,0.02998058923998796,0.025692411076186486,0.015798960070972895,0.02253644423485685,0.0181498475608845,0.014617937948922388,0.014510155734342542,0.012328811062559307,0.009299154616874073,0.008594087597653973,0.006744257907498953,0.005703691351582994,0.0048115494719368785,0.005068553273800096,0.0042250229659792716,0.006467929013557648,0.005868253475876806,0.004429231413196169,0.0021349246052451486,0.0007074577522606871
cotton,15,0.03516496074006077,0.1056517387083542,0.05661189626198232,0.03126978112141429,0.020670019766073612,0.01657665835309312,0.015035044758001702,0.007182338210977187,0.010486206601016925,0.00903586802997055,0.007401002983148079,0.007128255962478059,0.00628773517018929,0.003605004099290696,0.005912752935579058,0.0046742514774246145,0.0038583461935889356,0.0030589710322181073,0.0026460773210852315,0.005794885975394913,0.0011305166364003719,0.0017836361490061175,0.0027758028473854647,0.002515633093808265,0.0015081939996733505
cotton,16,0.03737962858267203,0.1077153210154381,0.0507173956125857,0.025372578437725814,0.024222208442909267,0.01856762420733489,0.01723569150063608,0.011158811850371252,0.01123459807162568,0.013487313102870272,0.0108789702152045,0.010751511570367507,0.009039431935665199,0.006073029548115537,0.00663798137928491,0.005723278163395904,0.005000674781060902,0.004240178288098686,0.003116961645282389,0.003579784451017987,0.0040255857525146235,0.003984045176693346,0.0040805003673808,0.003993771750544182,0.0025672075857549465
cotton,17,0.06173284524734434,0.13415540359251818,0.0858381181469842,0.05183230559969016,0.04347317199120574,0.03288942083728989,0.03589874004443791,0.02111209101606033,0.018324611401582935,0.016067135932259016,0.017278990604578024,0.009802354727147022,0.009985698053955433,0.009537935931325773,0.011215051028939082,0.011585237343088832,0.005320456137976839,0.009321734680624869,0.005050787851356197,0.00654786485710886,0.003912426050228683,0.0012589056639283767,0.0024120438095282535,0.0023698534575479512,0.0043030270508205145
cotton,18,0.04196452854356326,0.11906036976057974,0.045107157165792756,0.024285826039403307,0.026002263482194816,0.013445457097654342,0.013526426300844272,0.011355428116893941,0.01030867726662592,0.009823227596936403,0.009295008641589,0.007618050539404769,0.0059164178493409875,0.005808580761571102,0.00520396197115961,0.004771882521179935,0.00439902208211118,0.004188648373597387,0.004408709142537966,0.0035282832920506156,0.005103618647116107,0.004108044719857523,0.0018992121678252148,0.005799990349494518,0.004225203318604128
cotton,19,0.08579176899570687,0.21630874936727845,0.05339017672459584,0.030339974566156114,0.037277649150434626,0.019555782606250353,0.017831030539359968,0.01750041400298707,0.013275435406160364,0.012634902482768101,0.01246715315923336,0.009576748342425776,0.007467481237072171,0.007602618061153709,0.00459289445892153,0.009403335770482994,0.0038771770308018223,0.00588821606894009,0.007350505864781937,0.008666527624154027,0.009225236372271486,0.005226787711766433,0.00209051980027871,0.006512345100391819,0.002948013723027315
linen,0,0.004624492337766256,0.016356750767374955,0.026438291609859898,0.0452446684107102,0.036867285652773876,0.02869484810213361,0.022904921078101756,0.012561215909865853,0.012879519748063142,0.010015504941626603,0.012877720404715503,0.012883838172097475,0.006761572431756755,0.007280143184546232,0.009080026335189235,0.0056528170609417795,0.0038459164712429847,0.004395615863946612,0.0052731556145900116,0.00474972663476191,0.003344619414590839,0.005175271336478465,0.0030241563643763846,0.004486302768667603,0.0051531394133025096
linen,1,0.005314483237012838,0.019822280490215494,0.02566573877145498,0.0412119299498231,0.03436919006999381,0.030937466867162075,0.022182440981128877,0.011695544281576542,0.010182625806044657,0.011248244978140236,0.014174000387672178,0.010029052406107889,0.006702012194993354,0.00826305417038058,0.009136179343054792,0.007390695906070597,0.0064450978929767875,0.005318892960107152,0.0051300417754158705,0.006987493833577434,0.003718163476871098,0.0058726007990801705,0.003775298150006126,0.0057930340562914575,0.003840868815147667
linen,2,0.006752326774498995,0.020457966396739125,0.034243799126666856,0.056217549473107795,0.044051013553641806,0.03129594746311285,0.02550593798086505,0.015005170609997766,0.01382660035580239,0.011935351604835208,0.011880994770335664,0.012636621877082421,0.009008638710253243,0.009145369636540678,0.006891909756917578,0.004144037558559423,0.007393536099984364,0.007623210502545712,0.004690961263709163,0.005620563794456006,0.006954487223795141,0.00801981407278313,0.005313548340338207,0.004999822165911823,0.0024725648976984243
linen,3,0.02388533120161882,0.07451907055149834,0.0736165969043498,0.0803334019158108,0.049321012774141894,0.01656142637201868,0.016808571678141468,0.015542003731604337,0.019305070452971394,0.012008902198765267,0.008687550790016324,0.0076826174054048235,0.005659296327222041,0.007639770606102129,0.007250630593111477,0.007918378296253947,0.007600028647328616,0.007113810620458912,0.0050675137223601925,0.007463622653413275,0.00341491060336159,0.002597302597343995,0.004745024286062619,0.004465795627804965,0.0015404148812108713
linen,4,0.03201214167400472,0.10521816400505515,0.07774508067687688,0.0710603262628241,0.05450398532672622,0.02284246218177181,0.02292151884373602,0.018325066254619177,0.01803787171426332,0.016591849436810614,0.01187971506549755,0.009429628516318612,0.008430924018284868,0.009206974584176474,0.009313946734122397,0.01200700969069416,0.006678724668648741,0.005343024399699764,0.007708471189318149,0.005584214215861759,0.0050171948239772154,0.003197105007569564,0.004771091881930438,0.005570814781630537,0.003664521938335357
linen,5,0.031060388518793187,0.07707368418128126,0.07720644632648732,0.08712868025497476,0.04905551342931765,0.024007920482420723,0.023624120798073144,0.01807271833171366,0.018330106227576543,0.0176639141177757,0.013894778954997205,0.013963243738399436,0.008939119328560908,0.013838419539095079,0.008773414707862753,0.009273108402375272,0.009234410916104446,0.00915542835438245,0.0056101432660321205,0.0063388466998089135,0.005348587948570843,0.007738306562280032,0.0033744208028160657,0.0056008161795976135,0.004589521871720016
linen,6,0.0043697032502369336,0.01365396096820114,0.0201505342564002,0.03150034209136422,0.033648296342837745,0.022662893998062362,0.017512196339007448,0.009048817333753612,0.008232858270862566,0.0066002373379634265,0.007800631893878937,0.007780953294601633,0.005569043595476874,0.006025868221557132,0.007572395282618069,0.005295124521607981,0.004729364792385507,0.006784372802629623,0.004607779161136453,0.004937395699031286,0.002375312353838082,0.004112475845397896,0.003987024775005087,0.0064322664369893005,0.003643176392990061
linen,7,0.004037845521474506,0.012491269421513584,0.017360829520750812,0.029460654666723072,0.028808024590927354,0.021205210272126507,0.016412400673732282,0.009354364419738623,0.013149919144434242,0.010566487253313607,0.008521813779875216,0.007852462462065772,0.006278993588574175,0.008134215389997052,0.005071552702763034,0.005168703118862782,0.007947271904283598,0.00575545150112442,0.004473433875932063,0.004653688864840027,0.006039712615357759,0.0076770566333417885,0.004218769360063019,0.006704549197823496,0.004976241623284798
linen,8,0.006267017393656826,0.016634350971052755,0.025116817527051884,0.041139559253943254,0.03664635394370935,0.028346450083710888,0.02346471390762941,0.011918712950749071,0.013050407965479993,0.011957291628330115,0.011650599212413876,0.01130807220895374,0.008324116419149746,0.007044401959473987,0.005990509968149186,0.007506539005141456,0.007710731587317268,0.006160320716330177,0.005343066136443904,0.006346111753551014,0.00667863089922862,0.006331261383938228,0.0033051757412110023,0.005093515360124691,0.006089135792425407
linen,9,0.030101196144670335,0.08356328210842522,0.06732178946575842,0.060975520894930926,0.042500960805668016,0.02651655491053437,0.021271686322779513,0.016005892069527766,0.018847672178524327,0.016041764638950996,0.012203026038067149,0.012508690223360926,0.009357882875687161,0.010519817819661494,0.007648704411709479,0.007995659419099788,0.005924765880104531,0.00440989716716935,0.005106796562735239,0.004929115242310799,0.008405765095578912,0.002459326204781178,0.002462689258164606,0.004000351999587466,0.0024126171300113465
linen,10,0.03734622282973697,0.11132262193532075,0.07114381770343624,0.0601887992541264,0.046037941578502405,0.03145192512819702,0.028332332514241918,0.016296034386036995,0.019823131562937035,0.017546597346775914,0.012237383753545664,0.014936039758855274,0.012103458356707727,0.009255469608021302,0.00702021917938102,0.011866817316277268,0.007256465159643814,0.007204514747596059,0.0047436849632198986,0.004880968371482977,0.00403534208259918,0.006569060467909262,0.00536965779888277,0.003938947401689277,0.002360089441621959
linen,11,0.04734901257996298,0.11343653116833216,0.09382048548274032,0.0865422406940831,0.0546052592985842,0.03396850316332247,0.029086948105086247,0.02151521239869889,0.024997140250895323,0.02080155834328135,0.016471604891197547,0.01311011647244815,0.008513253103927683,0.00968190057458959,0.010770071772369837,0.011074195090617384,0.0065057458958934005,0.0043110717753029135,0.006484481094858611,0.004068359735905837,0.007796665972505346,0.0033462730869745026,0.00307569682553184,0.002442885677496561,0.0032423322060544553
linen,12,0.07370278201858144,0.13985029063910215,0.10102684335128234,0.08045738581374655,0.05435921218162868,0.019680044851590958,0.02711420486087485,0.01995398131638803,0.018665995478286682,0.01587906629945087,0.011814721178261512,0.008893686447125527,0.009433191542586,0.010099535387020036,0.007620234215677401,0.004930415954024477,0.005245530971005675,0.005603806395623711,0.009347971758119387,0.004128425114160379,0.003802740201431384,0.002431736640477548,0.004737515356627181,0.002716022794861005,0.004945830385323347
linen,13,0.08421121535551601,0.18333120128829714,0.0879350922776188,0.06926308394681324,0.06389118612582032,0.030813755241515067,0.03013499481677747,0.022835058008025332,0.020883060253304064,0.017571188555923826,0.00990930323199488,0.011835203044132476,0.011836272631943283,0.01294992746055467,0.008516699902325241,0.00788072299001989,0.009350978394754057,0.010852251846001602,0.006175800019594849,0.012061313907336902,0.005715021590699549,0.00845231071611471,0.00909684433090651,0.0051184055098318654,0.008991596890323183
linen,14,0.08300289091436552,0.14010835868927224,0.11657350748534304,0.10843332343833278,0.07053476855818598,0.032966796650992086,0.037321299663345096,0.02536317744209738,0.019865970530889267,0.020352357596324457,0.01783398156831261,0.016254225052792077,0.012690338206621105,0.012991615673680873,0.010045463592020132,0.008114041005781829,0.00714717014228561,0.005190237007751833,0.003658549955135168,0.0062258387699614766,0.0068969137718167895,0.007607203335514731,0.005095784729765286,0.0022967926705032282,0.0038050774846009054
linen,15,0.033708517360715284,0.08817887932161485,0.06266674894080759,0.052404270027913945,0.037592832946191666,0.021616136050750596,0.017818800965954194,0.013779001198901571,0.01637115956686151,0.012869279288984086,0.013642691075591459,0.010401752299753979,0.009476865452844192,0.008218698611344976,0.004613975657312864,0.010023500423049449,0.012265296453601046,0.008954110900661295,0.006356026005600917,0.003251397353073549,0.002360675191801591,0.0038030873022762398,0.0013406152920435676,0.004964512304341809,0.004838137829405963
linen,16,0.03423898112076485,0.09602960631362444,0.06829108671005435,0.06052690825007407,0.05314263313391612,0.029564593469776825,0.025149755168060128,0.01611301586154138,0.01784603647956491,0.015968629519835627,0.015969590813721818,0.012012712919386086,0.009130369331033662,0.010673438277146027,0.010002647403362567,0.010844164071333389,0.007544042160042743,0.006976301990858864,0.006858255101634719,0.008780842874014937,0.00546918543609001,0.00415413539978194,0.0025278184031255124,0.00539728065340299,0.007088196599211393
linen,17,0.04462852176062165,0.11151549655304999,0.08832099369860537,0.07679250551328996,0.0528402480405194,0.033306051509557004,0.03349612434423513,0.02690934866623772,0.024512147900945417,0.018000386668664634,0.014237886752467005,0.012364337552684512,0.007541850903534503,0.009702955478564078,0.01423245092306725,0.013097812133024892,0.008377700270903617,0.00797961636452817,0.010821830363347145,0.007668686922862138,0.005897874898735028,0.004080133547456693,0.007263898826893657,0.005728277021462648,0.005809452073832334
linen,18,0.07156296246587245,0.12555902079970613,0.08286028630059089,0.06279399143146763,0.042721692232162725,0.023899176700373326,0.029514991399680005,0.018608125624715238,0.02043573777324117,0.012179077381688205,0.010988630624203102,0.00994511335822187,0.00952198467836216,0.006737918051488897,0.007837416866516676,0.005095557148861473,0.005727424601506733,0.007092526728099206,0.0041378664848885135,0.005212288391510583,0.0051960413804308285,0.0038713801835912253,0.0033368181994779763,0.004575476196362789,0.006491740514041303
