filename,split,classe,simbologia,payload,params
images/train/no_defect/itf_040.png,train,no_defect,itf,699016,{}
images/train/no_defect/ean13_041.png,train,no_defect,ean13,564641708053,{}
images/train/no_defect/code39_042.png,train,no_defect,code39,BJPI4HN,{}
images/train/no_defect/qr_043.png,train,no_defect,qr,CBKTGBTY,{}
images/train/no_defect/qr_044.png,train,no_defect,qr,CBGTHCW81,{}
images/train/no_defect/ean8_045.png,train,no_defect,ean8,1657262,{}
images/train/no_defect/itf_046.png,train,no_defect,itf,76945314,{}
images/train/no_defect/ean8_047.png,train,no_defect,ean8,5075273,{}
images/train/no_defect/ean13_048.png,train,no_defect,ean13,808313678377,{}
images/train/no_defect/qr_049.png,train,no_defect,qr,CBX497W19VW3,{}
images/train/no_defect/itf_050.png,train,no_defect,itf,2337498941,{}
images/train/no_defect/code39_051.png,train,no_defect,code39,CD9SI5GA,{}
images/train/no_defect/datamatrix_052.png,train,no_defect,datamatrix,CBHEZ5EDJJT,{}
images/train/no_defect/itf_053.png,train,no_defect,itf,867749,{}
images/train/no_defect/qr_054.png,train,no_defect,qr,CBNNQFKP,{}
images/train/no_defect/ean13_055.png,train,no_defect,ean13,034471349361,{}
images/train/no_defect/code128_056.png,train,no_defect,code128,CBKTS2H3,{}
images/train/no_defect/ean8_057.png,train,no_defect,ean8,7190659,{}
images/train/no_defect/itf_058.png,train,no_defect,itf,0490278742,{}
images/train/no_defect/ean8_059.png,train,no_defect,ean8,5655125,{}
images/train/no_defect/code128_060.png,train,no_defect,code128,CBFUQUHZ6A8,{}
images/train/no_defect/ean8_061.png,train,no_defect,ean8,7034824,{}
images/val/no_defect/itf_062.png,val,no_defect,itf,248086,{}
images/val/no_defect/datamatrix_063.png,val,no_defect,datamatrix,CB5S6R044,{}
images/val/no_defect/itf_064.png,val,no_defect,itf,2146584044,{}
images/val/no_defect/ean8_065.png,val,no_defect,ean8,8755886,{}
images/val/no_defect/itf_066.png,val,no_defect,itf,36057662,{}
images/val/no_defect/datamatrix_067.png,val,no_defect,datamatrix,CB2G73AJ,{}
images/val/no_defect/ean13_068.png,val,no_defect,ean13,961586578091,{}
images/val/no_defect/code128_069.png,val,no_defect,code128,CB2KTBCU,{}
images/val/no_defect/itf_070.png,val,no_defect,itf,2221969379,{}
images/val/no_defect/datamatrix_071.png,val,no_defect,datamatrix,CBS8KE2WT1Q,{}
images/val/no_defect/code128_072.png,val,no_defect,code128,CBYWSSBZR,{}
images/val/no_defect/itf_073.png,val,no_defect,itf,7439533942,{}
images/val/no_defect/itf_074.png,val,no_defect,itf,21456232,{}
images/test/no_defect/ean13_075.png,test,no_defect,ean13,247451712368,{}
images/test/no_defect/ean8_076.png,test,no_defect,ean8,5496513,{}
images/test/no_defect/qr_077.png,test,no_defect,qr,CB3T0HIC,{}
images/test/no_defect/code39_078.png,test,no_defect,code39,3X80J0G50,{}
images/test/no_defect/code39_079.png,test,no_defect,code39,GX8WDZRM,{}
images/test/no_defect/qr_080.png,test,no_defect,qr,CBBDVPINE9NN,{}
images/test/no_defect/itf_081.png,test,no_defect,itf,422842,{}
images/test/no_defect/itf_082.png,test,no_defect,itf,02402681,{}
images/test/no_defect/code128_083.png,test,no_defect,code128,CB6OC7T3BD4,{}
images/test/no_defect/ean8_084.png,test,no_defect,ean8,1159212,{}
images/test/no_defect/itf_085.png,test,no_defect,itf,78961183,{}
images/test/no_defect/ean8_086.png,test,no_defect,ean8,6156545,{}
images/test/no_defect/ean8_087.png,test,no_defect,ean8,1528098,{}
images/test/no_defect/datamatrix_088.png,test,no_defect,datamatrix,CBDSTWG6NJ4,{}
images/test/no_defect/itf_089.png,test,no_defect,itf,689980,{}
images/train/damaged_printhead_element/datamatrix_000.png,train,damaged_printhead_element,datamatrix,CBVWALJZEJ,"{""n_linhas"": 1, ""xs"": [66]}"
images/train/damaged_printhead_element/ean13_001.png,train,damaged_printhead_element,ean13,991022901476,"{""n_linhas"": 4, ""xs"": [240, 299, 444, 472]}"
images/train/damaged_printhead_element/ean13_002.png,train,damaged_printhead_element,ean13,036900343244,"{""n_linhas"": 3, ""xs"": [27, 142, 529]}"
images/train/damaged_printhead_element/qr_003.png,train,damaged_printhead_element,qr,CBEZC1B3EU,"{""n_linhas"": 4, ""xs"": [78, 168, 227, 233]}"
images/train/damaged_printhead_element/code128_004.png,train,damaged_printhead_element,code128,CBGP1Z7FZTV,"{""n_linhas"": 2, ""xs"": [192, 361]}"
images/train/damaged_printhead_element/ean13_005.png,train,damaged_printhead_element,ean13,231243292127,"{""n_linhas"": 4, ""xs"": [174, 343, 350, 479]}"
images/train/damaged_printhead_element/ean8_006.png,train,damaged_printhead_element,ean8,7005411,"{""n_linhas"": 4, ""xs"": [62, 212, 480, 493]}"
images/train/damaged_printhead_element/ean13_007.png,train,damaged_printhead_element,ean13,182037788925,"{""n_linhas"": 3, ""xs"": [309, 416, 438]}"
images/train/damaged_printhead_element/ean8_008.png,train,damaged_printhead_element,ean8,4492519,"{""n_linhas"": 2, ""xs"": [337, 378]}"
images/train/damaged_printhead_element/qr_009.png,train,damaged_printhead_element,qr,CBI7F16XBX,"{""n_linhas"": 3, ""xs"": [112, 129, 194]}"
images/train/damaged_printhead_element/itf_010.png,train,damaged_printhead_element,itf,8059296222,"{""n_linhas"": 2, ""xs"": [64, 468]}"
images/train/damaged_printhead_element/ean8_011.png,train,damaged_printhead_element,ean8,3834735,"{""n_linhas"": 4, ""xs"": [308, 411, 492, 534]}"
images/train/damaged_printhead_element/datamatrix_012.png,train,damaged_printhead_element,datamatrix,CB9G7HSFKR,"{""n_linhas"": 4, ""xs"": [66, 95, 133, 243]}"
images/train/damaged_printhead_element/ean13_013.png,train,damaged_printhead_element,ean13,305152204727,"{""n_linhas"": 4, ""xs"": [25, 39, 101, 282]}"
images/train/damaged_printhead_element/code39_014.png,train,damaged_printhead_element,code39,3EH58B6PJ,"{""n_linhas"": 3, ""xs"": [21, 381, 459]}"
images/train/damaged_printhead_element/itf_015.png,train,damaged_printhead_element,itf,8806706540,"{""n_linhas"": 3, ""xs"": [89, 266, 373]}"
images/train/damaged_printhead_element/ean13_016.png,train,damaged_printhead_element,ean13,277221704303,"{""n_linhas"": 1, ""xs"": [343]}"
images/train/damaged_printhead_element/code39_017.png,train,damaged_printhead_element,code39,WDVRHX1Z,"{""n_linhas"": 4, ""xs"": [211, 367, 415, 528]}"
images/train/damaged_printhead_element/code39_018.png,train,damaged_printhead_element,code39,SUGFUST21K,"{""n_linhas"": 4, ""xs"": [63, 379, 381, 477]}"
images/train/damaged_printhead_element/ean13_019.png,train,damaged_printhead_element,ean13,820297021355,"{""n_linhas"": 4, ""xs"": [53, 177, 399, 480]}"
images/train/damaged_printhead_element/code128_020.png,train,damaged_printhead_element,code128,CB57Y9HQQ,"{""n_linhas"": 4, ""xs"": [224, 239, 312, 522]}"
images/train/damaged_printhead_element/datamatrix_021.png,train,damaged_printhead_element,datamatrix,CBWE98STKL,"{""n_linhas"": 3, ""xs"": [82, 122, 134]}"
images/train/damaged_printhead_element/itf_022.png,train,damaged_printhead_element,itf,911467,"{""n_linhas"": 4, ""xs"": [95, 148, 344, 439]}"
images/train/damaged_printhead_element/qr_023.png,train,damaged_printhead_element,qr,CBLI16DH7JTK,"{""n_linhas"": 2, ""xs"": [135, 185]}"
images/train/damaged_printhead_element/itf_024.png,train,damaged_printhead_element,itf,24981829,"{""n_linhas"": 2, ""xs"": [195, 365]}"
images/train/damaged_printhead_element/itf_025.png,train,damaged_printhead_element,itf,39690784,"{""n_linhas"": 3, ""xs"": [270, 435, 514]}"
images/train/damaged_printhead_element/code39_026.png,train,damaged_printhead_element,code39,UWZIX69G,"{""n_linhas"": 3, ""xs"": [145, 267, 497]}"
images/train/damaged_printhead_element/ean8_027.png,train,damaged_printhead_element,ean8,3259532,"{""n_linhas"": 4, ""xs"": [335, 498, 529, 530]}"
images/train/damaged_printhead_element/itf_028.png,train,damaged_printhead_element,itf,7480162456,"{""n_linhas"": 3, ""xs"": [66, 72, 430]}"
images/train/damaged_printhead_element/datamatrix_029.png,train,damaged_printhead_element,datamatrix,CBHIGZXV9XJM,"{""n_linhas"": 4, ""xs"": [39, 40, 43, 276]}"
images/train/damaged_printhead_element/ean13_030.png,train,damaged_printhead_element,ean13,269495888794,"{""n_linhas"": 4, ""xs"": [37, 132, 359, 397]}"
images/train/damaged_printhead_element/datamatrix_031.png,train,damaged_printhead_element,datamatrix,CBOD4K7YJPCH,"{""n_linhas"": 2, ""xs"": [29, 245]}"
images/train/damaged_printhead_element/ean8_032.png,train,damaged_printhead_element,ean8,0283857,"{""n_linhas"": 4, ""xs"": [197, 341, 370, 490]}"
images/train/damaged_printhead_element/ean13_033.png,train,damaged_printhead_element,ean13,843443757584,"{""n_linhas"": 3, ""xs"": [144, 408, 424]}"
images/train/damaged_printhead_element/qr_034.png,train,damaged_printhead_element,qr,CB4NM8R9RI,"{""n_linhas"": 1, ""xs"": [142]}"
images/train/damaged_printhead_element/ean13_035.png,train,damaged_printhead_element,ean13,712082677345,"{""n_linhas"": 3, ""xs"": [80, 111, 257]}"
images/train/damaged_printhead_element/code128_036.png,train,damaged_printhead_element,code128,CB5LSCATGVS,"{""n_linhas"": 4, ""xs"": [157, 499, 525, 536]}"
images/train/damaged_printhead_element/datamatrix_037.png,train,damaged_printhead_element,datamatrix,CBMLZ16UFZ,"{""n_linhas"": 1, ""xs"": [114]}"
images/train/damaged_printhead_element/ean13_038.png,train,damaged_printhead_element,ean13,549904530174,"{""n_linhas"": 2, ""xs"": [435, 534]}"
images/train/damaged_printhead_element/code39_039.png,train,damaged_printhead_element,code39,J3X0948NP,"{""n_linhas"": 1, ""xs"": [477]}"
images/train/damaged_printhead_element/itf_040.png,train,damaged_printhead_element,itf,982258,"{""n_linhas"": 4, ""xs"": [113, 139, 230, 520]}"
images/train/damaged_printhead_element/qr_041.png,train,damaged_printhead_element,qr,CBBZQANEC1,"{""n_linhas"": 3, ""xs"": [50, 52, 55]}"
images/train/damaged_printhead_element/qr_042.png,train,damaged_printhead_element,qr,CBXY2YYF8IW,"{""n_linhas"": 1, ""xs"": [111]}"
images/train/damaged_printhead_element/datamatrix_043.png,train,damaged_printhead_element,datamatrix,CBT3818Y,"{""n_linhas"": 2, ""xs"": [146, 255]}"
images/train/damaged_printhead_element/ean8_044.png,train,damaged_printhead_element,ean8,9033119,"{""n_linhas"": 1, ""xs"": [477]}"
images/train/damaged_printhead_element/itf_045.png,train,damaged_printhead_element,itf,028439,"{""n_linhas"": 3, ""xs"": [262, 329, 348]}"
images/train/damaged_printhead_element/qr_046.png,train,damaged_printhead_element,qr,CB195DWY7,"{""n_linhas"": 3, ""xs"": [96, 229, 233]}"
images/train/damaged_printhead_element/datamatrix_047.png,train,damaged_printhead_element,datamatrix,CBD90097IYP,"{""n_linhas"": 3, ""xs"": [60, 124, 189]}"
images/train/damaged_printhead_element/code128_048.png,train,damaged_printhead_element,code128,CBM9N4NV,"{""n_linhas"": 3, ""xs"": [35, 214, 236]}"
images/train/damaged_printhead_element/code39_049.png,train,damaged_printhead_element,code39,P9USY38WT,"{""n_linhas"": 3, ""xs"": [388, 497, 529]}"
images/train/damaged_printhead_element/datamatrix_050.png,train,damaged_printhead_element,datamatrix,CBJBQ90SJ,"{""n_linhas"": 2, ""xs"": [137, 188]}"
images/train/damaged_printhead_element/ean13_051.png,train,damaged_printhead_element,ean13,777252287280,"{""n_linhas"": 1, ""xs"": [96]}"
images/train/damaged_printhead_element/code128_052.png,train,damaged_printhead_element,code128,CBAN63XD4,"{""n_linhas"": 4, ""xs"": [26, 32, 36, 441]}"
images/train/damaged_printhead_element/ean8_053.png,train,damaged_printhead_element,ean8,2118233,"{""n_linhas"": 3, ""xs"": [293, 382, 426]}"
images/train/damaged_printhead_element/code128_054.png,train,damaged_printhead_element,code128,CBFZYY94,"{""n_linhas"": 1, ""xs"": [29]}"
images/train/damaged_printhead_element/itf_055.png,train,damaged_printhead_element,itf,803397,"{""n_linhas"": 3, ""xs"": [67, 96, 307]}"
images/train/damaged_printhead_element/itf_056.png,train,damaged_printhead_element,itf,614293,"{""n_linhas"": 4, ""xs"": [100, 163, 359, 413]}"
images/train/damaged_printhead_element/itf_057.png,train,damaged_printhead_element,itf,6504773586,"{""n_linhas"": 4, ""xs"": [107, 210, 322, 409]}"
images/train/damaged_printhead_element/ean13_058.png,train,damaged_printhead_element,ean13,110475412126,"{""n_linhas"": 4, ""xs"": [46, 111, 125, 437]}"
images/train/damaged_printhead_element/code128_059.png,train,damaged_printhead_element,code128,CBP7KYKIRTR5,"{""n_linhas"": 2, ""xs"": [84, 191]}"
images/train/damaged_printhead_element/qr_060.png,train,damaged_printhead_element,qr,CBM3GITAZVY,"{""n_linhas"": 3, ""xs"": [191, 240, 245]}"
images/train/damaged_printhead_element/ean8_061.png,train,damaged_printhead_element,ean8,5479356,"{""n_linhas"": 3, ""xs"": [136, 393, 422]}"
images/val/damaged_printhead_element/qr_062.png,val,damaged_printhead_element,qr,CB2SE05IT,"{""n_linhas"": 2, ""xs"": [98, 149]}"
images/val/damaged_printhead_element/itf_063.png,val,damaged_printhead_element,itf,6805891135,"{""n_linhas"": 2, ""xs"": [65, 429]}"
images/val/damaged_printhead_element/itf_064.png,val,damaged_printhead_element,itf,9375679825,"{""n_linhas"": 1, ""xs"": [514]}"
images/val/damaged_printhead_element/qr_065.png,val,damaged_printhead_element,qr,CBWTV3N74,"{""n_linhas"": 3, ""xs"": [69, 244, 263]}"
images/val/damaged_printhead_element/qr_066.png,val,damaged_printhead_element,qr,CBKP7L9K,"{""n_linhas"": 3, ""xs"": [138, 238, 256]}"
images/val/damaged_printhead_element/code39_067.png,val,damaged_printhead_element,code39,1YANNREG8,"{""n_linhas"": 2, ""xs"": [353, 394]}"
images/val/damaged_printhead_element/ean13_068.png,val,damaged_printhead_element,ean13,969691557924,"{""n_linhas"": 1, ""xs"": [157]}"
images/val/damaged_printhead_element/itf_069.png,val,damaged_printhead_element,itf,69296627,"{""n_linhas"": 2, ""xs"": [190, 521]}"
images/val/damaged_printhead_element/code128_070.png,val,damaged_printhead_element,code128,CBIMY965050,"{""n_linhas"": 4, ""xs"": [51, 104, 191, 520]}"
images/val/damaged_printhead_element/datamatrix_071.png,val,damaged_printhead_element,datamatrix,CB96HHR8X8C,"{""n_linhas"": 4, ""xs"": [72, 131, 146, 237]}"
images/val/damaged_printhead_element/datamatrix_072.png,val,damaged_printhead_element,datamatrix,CBNW1KINN,"{""n_linhas"": 1, ""xs"": [199]}"
images/val/damaged_printhead_element/ean13_073.png,val,damaged_printhead_element,ean13,948126042232,"{""n_linhas"": 3, ""xs"": [273, 422, 521]}"
images/val/damaged_printhead_element/datamatrix_074.png,val,damaged_printhead_element,datamatrix,CBZ6RX35,"{""n_linhas"": 3, ""xs"": [21, 67, 254]}"
images/test/damaged_printhead_element/code39_075.png,test,damaged_printhead_element,code39,RUSV9I5VD,"{""n_linhas"": 1, ""xs"": [121]}"
images/test/damaged_printhead_element/ean8_076.png,test,damaged_printhead_element,ean8,7063242,"{""n_linhas"": 3, ""xs"": [115, 276, 389]}"
images/test/damaged_printhead_element/code39_077.png,test,damaged_printhead_element,code39,FGAN4EIO7,"{""n_linhas"": 4, ""xs"": [28, 29, 143, 371]}"
images/test/damaged_printhead_element/ean13_078.png,test,damaged_printhead_element,ean13,262218909275,"{""n_linhas"": 2, ""xs"": [175, 441]}"
images/test/damaged_printhead_element/qr_079.png,test,damaged_printhead_element,qr,CBW1UIPRFP9,"{""n_linhas"": 3, ""xs"": [33, 125, 174]}"
images/test/damaged_printhead_element/datamatrix_080.png,test,damaged_printhead_element,datamatrix,CB5YHP5E7,"{""n_linhas"": 1, ""xs"": [204]}"
images/test/damaged_printhead_element/datamatrix_081.png,test,damaged_printhead_element,datamatrix,CBEBEAQNCDZ,"{""n_linhas"": 3, ""xs"": [232, 236, 276]}"
images/test/damaged_printhead_element/code39_082.png,test,damaged_printhead_element,code39,8UZET1P,"{""n_linhas"": 1, ""xs"": [270]}"
images/test/damaged_printhead_element/qr_083.png,test,damaged_printhead_element,qr,CBHAIAK5W,"{""n_linhas"": 3, ""xs"": [84, 105, 210]}"
images/test/damaged_printhead_element/ean13_084.png,test,damaged_printhead_element,ean13,814917785079,"{""n_linhas"": 2, ""xs"": [181, 396]}"
images/test/damaged_printhead_element/code128_085.png,test,damaged_printhead_element,code128,CBAPC4XY,"{""n_linhas"": 2, ""xs"": [56, 203]}"
images/test/damaged_printhead_element/ean13_086.png,test,damaged_printhead_element,ean13,195180238061,"{""n_linhas"": 4, ""xs"": [108, 309, 338, 355]}"
images/test/damaged_printhead_element/ean8_087.png,test,damaged_printhead_element,ean8,5973832,"{""n_linhas"": 1, ""xs"": [439]}"
images/test/damaged_printhead_element/ean13_088.png,test,damaged_printhead_element,ean13,064138367024,"{""n_linhas"": 1, ""xs"": [64]}"
images/test/damaged_printhead_element/code128_089.png,test,damaged_printhead_element,code128,CBG6IZED1IPS,"{""n_linhas"": 3, ""xs"": [342, 354, 422]}"
images/train/wrinkled_ribbon/code128_000.png,train,wrinkled_ribbon,code128,CBGK23U0H,"{""n_faixas"": 8, ""slope"": 0.13}"
images/train/wrinkled_ribbon/ean13_001.png,train,wrinkled_ribbon,ean13,213568044206,"{""n_faixas"": 7, ""slope"": 0.158}"
images/train/wrinkled_ribbon/ean13_002.png,train,wrinkled_ribbon,ean13,199410137215,"{""n_faixas"": 4, ""slope"": 0.086}"
images/train/wrinkled_ribbon/ean13_003.png,train,wrinkled_ribbon,ean13,720999347687,"{""n_faixas"": 4, ""slope"": 0.092}"
images/train/wrinkled_ribbon/ean8_004.png,train,wrinkled_ribbon,ean8,5985642,"{""n_faixas"": 4, ""slope"": 0.125}"
images/train/wrinkled_ribbon/ean13_005.png,train,wrinkled_ribbon,ean13,803965223955,"{""n_faixas"": 8, ""slope"": 0.084}"
images/train/wrinkled_ribbon/itf_006.png,train,wrinkled_ribbon,itf,252500,"{""n_faixas"": 5, ""slope"": 0.162}"
images/train/wrinkled_ribbon/qr_007.png,train,wrinkled_ribbon,qr,CB5UL9WOLYT,"{""n_faixas"": 6, ""slope"": 0.098}"
images/train/wrinkled_ribbon/ean8_008.png,train,wrinkled_ribbon,ean8,2513552,"{""n_faixas"": 4, ""slope"": 0.195}"
images/train/wrinkled_ribbon/qr_009.png,train,wrinkled_ribbon,qr,CBDY20K0,"{""n_faixas"": 7, ""slope"": 0.203}"
images/train/wrinkled_ribbon/code128_010.png,train,wrinkled_ribbon,code128,CBKYKE9FV4,"{""n_faixas"": 4, ""slope"": 0.14}"
images/train/wrinkled_ribbon/qr_011.png,train,wrinkled_ribbon,qr,CBQSTPGDZ95J,"{""n_faixas"": 4, ""slope"": 0.131}"
images/train/wrinkled_ribbon/ean13_012.png,train,wrinkled_ribbon,ean13,677418625652,"{""n_faixas"": 7, ""slope"": 0.086}"
images/train/wrinkled_ribbon/code39_013.png,train,wrinkled_ribbon,code39,DY7084P4TF,"{""n_faixas"": 7, ""slope"": 0.206}"
images/train/wrinkled_ribbon/ean8_014.png,train,wrinkled_ribbon,ean8,3294511,"{""n_faixas"": 7, ""slope"": 0.158}"
images/train/wrinkled_ribbon/code128_015.png,train,wrinkled_ribbon,code128,CBGS8W0QY54C,"{""n_faixas"": 5, ""slope"": 0.119}"
images/train/wrinkled_ribbon/datamatrix_016.png,train,wrinkled_ribbon,datamatrix,CBTR5GOIT2,"{""n_faixas"": 6, ""slope"": 0.118}"
images/train/wrinkled_ribbon/code39_017.png,train,wrinkled_ribbon,code39,T6ZI7B,"{""n_faixas"": 5, ""slope"": 0.107}"
images/train/wrinkled_ribbon/itf_018.png,train,wrinkled_ribbon,itf,10357972,"{""n_faixas"": 7, ""slope"": 0.162}"
images/train/wrinkled_ribbon/qr_019.png,train,wrinkled_ribbon,qr,CBNR06BA4,"{""n_faixas"": 5, ""slope"": 0.171}"
images/train/wrinkled_ribbon/qr_020.png,train,wrinkled_ribbon,qr,CBZGA6X9STG4,"{""n_faixas"": 4, ""slope"": 0.127}"
images/train/wrinkled_ribbon/datamatrix_021.png,train,wrinkled_ribbon,datamatrix,CBZUIB5SQ0ZY,"{""n_faixas"": 4, ""slope"": 0.162}"
images/train/wrinkled_ribbon/code39_022.png,train,wrinkled_ribbon,code39,LSG4IQ9LVF,"{""n_faixas"": 5, ""slope"": 0.13}"
images/train/wrinkled_ribbon/itf_023.png,train,wrinkled_ribbon,itf,1738168460,"{""n_faixas"": 5, ""slope"": 0.099}"
images/train/wrinkled_ribbon/code128_024.png,train,wrinkled_ribbon,code128,CBRNKK5FI11,"{""n_faixas"": 7, ""slope"": 0.14}"
images/train/wrinkled_ribbon/ean13_025.png,train,wrinkled_ribbon,ean13,216894210447,"{""n_faixas"": 8, ""slope"": 0.163}"
images/train/wrinkled_ribbon/itf_026.png,train,wrinkled_ribbon,itf,2150648909,"{""n_faixas"": 4, ""slope"": 0.173}"
images/train/wrinkled_ribbon/code39_027.png,train,wrinkled_ribbon,code39,T0G7RI,"{""n_faixas"": 7, ""slope"": 0.196}"
images/train/wrinkled_ribbon/code39_028.png,train,wrinkled_ribbon,code39,95N4VP,"{""n_faixas"": 4, ""slope"": 0.082}"
images/train/wrinkled_ribbon/qr_029.png,train,wrinkled_ribbon,qr,CB3SQ3DGL,"{""n_faixas"": 4, ""slope"": 0.199}"
images/train/wrinkled_ribbon/ean13_030.png,train,wrinkled_ribbon,ean13,579415521667,"{""n_faixas"": 6, ""slope"": 0.197}"
images/train/wrinkled_ribbon/ean8_031.png,train,wrinkled_ribbon,ean8,9729659,"{""n_faixas"": 4, ""slope"": 0.201}"
images/train/wrinkled_ribbon/code128_032.png,train,wrinkled_ribbon,code128,CBOV77G1P4WY,"{""n_faixas"": 5, ""slope"": 0.197}"
images/train/wrinkled_ribbon/ean13_033.png,train,wrinkled_ribbon,ean13,083866317797,"{""n_faixas"": 4, ""slope"": 0.2}"
images/train/wrinkled_ribbon/datamatrix_034.png,train,wrinkled_ribbon,datamatrix,CBT69N3VXDO3,"{""n_faixas"": 6, ""slope"": 0.158}"
images/train/wrinkled_ribbon/itf_035.png,train,wrinkled_ribbon,itf,5102726149,"{""n_faixas"": 5, ""slope"": 0.106}"
images/train/wrinkled_ribbon/itf_036.png,train,wrinkled_ribbon,itf,779827,"{""n_faixas"": 4, ""slope"": 0.154}"
images/train/wrinkled_ribbon/ean13_037.png,train,wrinkled_ribbon,ean13,866934654722,"{""n_faixas"": 7, ""slope"": 0.164}"
images/train/wrinkled_ribbon/code39_038.png,train,wrinkled_ribbon,code39,8UHW9408S1,"{""n_faixas"": 4, ""slope"": 0.153}"
images/train/wrinkled_ribbon/code39_039.png,train,wrinkled_ribbon,code39,SN8CW2,"{""n_faixas"": 4, ""slope"": 0.166}"
images/train/wrinkled_ribbon/qr_040.png,train,wrinkled_ribbon,qr,CB9DAQM2OX,"{""n_faixas"": 8, ""slope"": 0.157}"
images/train/wrinkled_ribbon/datamatrix_041.png,train,wrinkled_ribbon,datamatrix,CBAV3JCJUD,"{""n_faixas"": 8, ""slope"": 0.198}"
images/train/wrinkled_ribbon/ean8_042.png,train,wrinkled_ribbon,ean8,1533555,"{""n_faixas"": 6, ""slope"": 0.111}"
images/train/wrinkled_ribbon/qr_043.png,train,wrinkled_ribbon,qr,CBYHYQ8SB7,"{""n_faixas"": 6, ""slope"": 0.152}"
images/train/wrinkled_ribbon/itf_044.png,train,wrinkled_ribbon,itf,133613,"{""n_faixas"": 8, ""slope"": 0.196}"
images/train/wrinkled_ribbon/ean13_045.png,train,wrinkled_ribbon,ean13,667665061809,"{""n_faixas"": 4, ""slope"": 0.186}"
images/train/wrinkled_ribbon/ean8_046.png,train,wrinkled_ribbon,ean8,6072832,"{""n_faixas"": 7, ""slope"": 0.192}"
images/train/wrinkled_ribbon/code128_047.png,train,wrinkled_ribbon,code128,CBNWN06JKL,"{""n_faixas"": 5, ""slope"": 0.166}"
images/train/wrinkled_ribbon/ean8_048.png,train,wrinkled_ribbon,ean8,5523149,"{""n_faixas"": 4, ""slope"": 0.206}"
images/train/wrinkled_ribbon/code39_049.png,train,wrinkled_ribbon,code39,1RXIV43,"{""n_faixas"": 7, ""slope"": 0.13}"
images/train/wrinkled_ribbon/datamatrix_050.png,train,wrinkled_ribbon,datamatrix,CBBZNC9Q884J,"{""n_faixas"": 6, ""slope"": 0.135}"
images/train/wrinkled_ribbon/datamatrix_051.png,train,wrinkled_ribbon,datamatrix,CBK6I2KLJ4WC,"{""n_faixas"": 5, ""slope"": 0.187}"
